claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
6080,39,F,0.0,76,36637,1,0,Own,15060,2/1/2016,Monday,Parking Lot,1,0.0,26,Phone,1,7701.120870000001,4.0,Large,17504.35727,silver,26971.110610000003,1
6081,51,M,1.0,61,39339,1,1,Rent,50011,1/26/2016,Tuesday,Parking Lot,3,1.0,9,Broker,1,1762.230229,3.0,Large,16047.00033,blue,14750.70209,0
6082,41,F,1.0,92,37126,1,0,Rent,50042,1/18/2016,Monday,Local,0,0.0,25,Broker,1,8245.396303,5.0,Medium,24973.75759,silver,25672.99193,0
6083,40,F,1.0,60,36895,1,0,Own,15025,4/19/2015,Sunday,Local,0,1.0,49,Broker,1,9782.378392,5.0,Medium,32009.39541,blue,13981.66314,0
6084,31,M,1.0,35,34324,1,1,Own,80004,1/20/2016,Wednesday,Local,0,0.0,92,Broker,0,4796.503436999999,4.0,Medium,10375.30054,white,26143.79896,1
6085,23,F,1.0,84,31355,0,1,Rent,20135,10/2/2016,Sunday,Parking Lot,1,0.0,3,Online,1,2582.890872,6.0,Compact,40234.36068,white,29808.40572,0
6086,40,F,1.0,71,36901,1,0,Own,80102,2/11/2015,Wednesday,Local,0,0.0,91,Phone,0,5440.925026,2.0,Compact,30341.87458,gray,62821.5575,0
6089,50,M,1.0,88,39128,0,1,Own,20149,9/28/2015,Monday,Local,0,0.0,91,Phone,1,7727.751495999999,10.0,Compact,17851.62,red,12292.632370000001,0
6090,61,M,1.0,50,41122,1,1,Own,15001,12/27/2015,Sunday,Local,0,0.0,11,Broker,0,2907.13996,4.0,Compact,6443.055743,other,12440.8103,0
6092,41,M,1.0,30,37153,0,1,Own,50013,11/16/2015,Monday,Highway,0,0.0,98,Online,1,2522.4827960000002,5.0,Medium,37010.13262,other,20363.23125,0
6094,50,F,1.0,86,39127,1,1,Rent,50054,11/23/2015,Monday,Local,0,0.0,7,Broker,0,2662.230499,5.0,Medium,45502.419219999996,blue,29720.451230000002,0
6095,53,F,1.0,76,39697,1,0,Rent,80042,5/12/2015,Tuesday,Local,0,0.0,50,Broker,1,8073.446412,3.0,Medium,14456.46434,black,18967.337190000002,0
6096,36,M,1.0,97,35830,1,1,Own,85045,3/19/2015,Thursday,Local,1,0.0,74,Broker,0,5970.506198,8.0,Compact,36445.3346,silver,17432.86286,0
6097,62,M,1.0,42,41277,1,1,Own,15028,6/22/2015,Monday,Local,1,,7,Phone,1,2572.56527,2.0,Large,2917.252157,silver,27992.12958,0
6099,44,M,1.0,16,37830,1,0,Own,50043,4/26/2015,Sunday,Parking Lot,1,0.0,27,Broker,1,2616.886887,7.0,Medium,5800.577085,silver,25440.00104,0
6100,34,F,1.0,70,35267,1,0,Rent,20137,3/12/2016,Saturday,Parking Lot,0,0.0,71,Phone,1,7538.596568999999,2.0,Medium,20049.621430000003,silver,19221.200119999998,0
6105,41,F,1.0,68,37111,0,1,Own,50039,5/15/2015,Friday,Parking Lot,0,0.0,30,Broker,1,5233.282293,9.0,Medium,38521.29817,other,23794.71618,0
6106,53,F,1.0,71,39693,1,0,Rent,50056,4/25/2015,Saturday,Local,3,1.0,82,Phone,1,2485.050452,10.0,Large,22391.87512,white,51035.89315,0
6110,36,M,0.0,64,35848,1,0,Rent,20128,11/15/2015,Sunday,Parking Lot,0,0.0,51,Phone,1,4780.445103,4.0,Compact,10642.153859999999,blue,31414.55213,0
6111,47,M,1.0,69,38489,0,0,Rent,80101,5/12/2015,Tuesday,Local,0,0.0,65,Phone,1,6632.03399,6.0,Large,6825.7348170000005,silver,36750.34634,1
6113,47,F,1.0,76,38495,1,0,Own,85003,1/13/2015,Tuesday,Parking Lot,0,0.0,95,Phone,1,3410.4514310000004,4.0,Compact,9761.204106000001,white,36394.20386,0
6114,61,M,1.0,77,41104,0,0,Rent,20149,8/14/2015,Friday,Local,0,0.0,91,Phone,0,2805.464371,5.0,Compact,19111.47579,white,17440.86055,0
6115,51,F,1.0,69,39300,1,0,Rent,15031,4/4/2015,Saturday,Local,0,0.0,38,Broker,0,5137.739532,5.0,Compact,38784.07242,red,21962.19974,0
6116,31,F,0.0,48,34351,1,1,Rent,15004,3/22/2016,Tuesday,Local,3,0.0,2,Phone,1,4138.76822,3.0,Compact,20734.41491,white,20731.3813,0
6118,30,M,1.0,87,34019,0,0,Rent,50001,10/27/2015,Tuesday,Highway,0,0.0,50,Broker,1,5009.184988,5.0,Compact,63362.1194,gray,21948.84305,0
6119,65,M,0.0,74,41738,1,1,Rent,20143,1/9/2015,Friday,Local,0,0.0,39,Phone,1,5478.113625,4.0,Medium,37237.99269,blue,10878.67378,0
6120,42,F,1.0,77,37366,1,1,Own,50056,6/15/2015,Monday,Local,1,0.0,83,Broker,1,2371.97939,10.0,Large,22445.50258,black,15849.27354,1
6121,55,M,1.0,72,40058,1,1,Own,20112,10/26/2016,Wednesday,Local,0,0.0,99,Broker,0,8871.457148000001,7.0,Medium,78690.65641,blue,17163.78859,0
6122,37,M,1.0,72,36121,1,0,Own,80003,5/27/2015,Wednesday,Parking Lot,2,1.0,33,Phone,0,1314.580089,6.0,Medium,35879.42269,black,56555.31344,0
6123,81,M,0.0,84,43926,1,0,Own,80046,9/19/2016,Monday,Parking Lot,0,0.0,58,Broker,1,5055.90075,2.0,Compact,13870.149969999999,red,10663.32282,0
6126,53,M,1.0,81,39676,1,1,Own,20132,12/6/2016,Tuesday,Local,0,0.0,69,Phone,1,3935.802394,7.0,Large,59348.80624,black,34656.91779,0
6127,29,M,0.0,83,33666,1,1,Rent,20115,8/17/2015,Monday,Local,1,1.0,100,Online,1,4476.690597,2.0,Medium,21921.289719999997,white,23311.01825,0
6128,32,M,1.0,89,34643,1,0,Own,85051,4/24/2015,Friday,Parking Lot,1,0.0,19,Phone,1,5344.126061999999,5.0,Medium,13757.630830000002,other,28126.57105,0
6130,51,F,1.0,78,39325,1,0,Rent,80027,1/1/2016,Friday,Local,0,0.0,21,Broker,0,4724.490435,6.0,Compact,24660.34007,silver,13454.56139,0
6131,35,M,1.0,78,35561,0,0,Rent,50025,4/3/2015,Friday,Parking Lot,0,0.0,92,Phone,1,5251.418272999999,8.0,Compact,32846.94459,gray,11665.577790000001,0
6132,26,F,0.0,42,32571,1,0,Own,80014,3/19/2016,Saturday,Local,0,0.0,0,Online,1,4248.615106,3.0,Medium,34716.66242,black,25819.8751,0
6135,48,M,1.0,88,38717,1,1,Rent,85004,9/16/2016,Friday,Parking Lot,0,0.0,22,Broker,1,6086.649579,5.0,Medium,15454.11928,gray,8807.023174,0
6136,37,F,0.0,88,36093,0,0,Own,85025,9/22/2016,Thursday,Highway,0,0.0,100,Phone,0,3377.831807,5.0,Compact,17422.87316,blue,12581.90355,0
6137,54,M,1.0,24,39885,1,0,Own,15055,6/2/2015,Tuesday,Local,2,1.0,6,Phone,1,5043.055953,10.0,Compact,17226.439730000002,white,18613.167530000002,0
6138,28,M,1.0,68,33330,0,1,Rent,20152,12/11/2016,Sunday,Highway,0,1.0,76,Online,1,3568.419635,1.0,Large,25913.06085,black,34191.590130000004,0
6140,28,F,1.0,88,33313,1,1,Own,80019,2/13/2015,Friday,Parking Lot,0,0.0,49,Phone,1,2836.147814,3.0,Medium,22737.49734,blue,45486.6689,0
6141,57,M,1.0,52,40449,1,0,Own,20136,8/6/2015,Thursday,Local,0,0.0,34,Broker,0,1493.382256,4.0,Large,26894.0174,silver,14277.57558,0
6143,43,M,1.0,64,37617,1,0,Own,20107,10/9/2016,Sunday,Local,0,0.0,4,Phone,0,3651.861832,9.0,Large,40055.46668,white,8453.359827,0
6145,33,M,1.0,77,34992,0,0,Own,20142,8/12/2016,Friday,Local,0,0.0,50,Broker,0,6281.89379,7.0,Medium,9661.966523000001,black,14991.29954,0
6146,48,F,1.0,90,38699,1,1,Rent,15009,10/6/2016,Thursday,Highway,0,0.0,50,Broker,0,4165.684327,5.0,Medium,43851.91085,blue,17268.83135,1
6148,54,F,1.0,80,39890,1,0,Rent,50054,9/27/2016,Tuesday,Local,0,0.0,22,Phone,0,3663.3878299999997,3.0,Compact,39703.10495,gray,28550.10583,1
6150,63,M,1.0,30,41437,0,1,Rent,50020,8/30/2015,Sunday,Parking Lot,0,0.0,2,Broker,1,2492.490585,4.0,Large,8105.0066799999995,white,26075.36899,0
6151,27,F,0.0,69,32955,0,1,Rent,85064,10/21/2016,Friday,Local,0,1.0,0,Phone,0,4143.585543,3.0,Medium,23687.86194,silver,7870.814739,0
6153,40,F,1.0,66,36881,1,1,Own,85054,3/8/2015,Sunday,Highway,0,0.0,100,Phone,0,5837.603554,3.0,Compact,29665.472410000002,silver,31455.371810000004,0
6154,46,F,1.0,77,38286,1,1,Own,85015,9/2/2015,Wednesday,Highway,0,0.0,14,Broker,1,3494.593653,7.0,Compact,60242.45752,other,39200.061239999995,0
6156,60,F,0.0,70,40960,1,1,Own,80027,9/8/2015,Tuesday,Local,2,0.0,19,Phone,1,1638.456114,7.0,Compact,14054.395219999999,white,31508.396310000004,0
6157,45,F,1.0,75,38059,1,0,Own,20109,9/15/2015,Tuesday,Local,0,0.0,0,Broker,0,5601.628985,4.0,Compact,17770.73974,red,19857.17858,0
6159,41,M,0.0,74,37126,1,0,Rent,50047,1/31/2016,Sunday,Parking Lot,0,0.0,56,Broker,0,2537.8040730000002,8.0,Compact,23305.986230000002,white,14523.597090000001,0
6161,65,F,1.0,66,41752,1,1,Own,85001,3/11/2016,Friday,Parking Lot,0,1.0,88,Phone,1,3373.6413979999998,4.0,Large,31421.77588,other,13541.38612,0
6163,57,F,0.0,87,40436,1,1,Rent,15025,12/29/2015,Tuesday,Parking Lot,0,0.0,50,Phone,1,4765.255742,7.0,Medium,21130.82072,red,7128.805584000001,0
6166,25,M,1.0,88,32191,0,0,Rent,20101,12/8/2015,Tuesday,Local,0,0.0,100,Online,0,5482.624675,4.0,Medium,34770.80758,gray,5629.966582,0
6168,29,F,1.0,76,33671,0,0,Rent,15009,4/20/2016,Wednesday,Parking Lot,1,0.0,88,Online,0,5153.3198600000005,5.0,Large,14340.041969999998,other,21961.83341,0
6172,34,F,1.0,46,35261,0,1,Own,80012,10/2/2016,Sunday,Local,1,0.0,94,Broker,1,6761.803186,11.0,Medium,9018.884473,white,22045.407040000002,1
6173,52,F,0.0,79,39513,0,0,Own,80030,12/13/2015,Sunday,Local,0,0.0,10,Phone,1,5778.597933,6.0,Compact,8089.303491,gray,34123.57145,0
6174,47,M,1.0,54,38496,1,0,Own,20103,2/5/2016,Friday,Local,0,1.0,16,Phone,0,6902.901784000001,6.0,Large,25624.24148,gray,24190.72147,0
6175,29,F,1.0,86,33670,1,1,Rent,80033,3/31/2016,Thursday,Local,0,0.0,83,Online,1,2959.852077,2.0,Compact,34298.66749,gray,19769.26806,0
6177,36,M,0.0,72,35844,0,0,Own,15052,10/16/2015,Friday,Parking Lot,0,0.0,63,Broker,1,9180.961256999999,6.0,Large,17749.69282,white,18142.2215,0
6178,33,M,0.0,85,34954,1,1,Rent,50025,12/14/2016,Wednesday,Local,2,0.0,15,Phone,1,4574.9181960000005,3.0,Compact,26089.937169999997,silver,33998.60326,0
6182,63,M,0.0,73,41444,0,0,Rent,85015,3/6/2016,Sunday,Local,0,0.0,95,Broker,0,7687.499842,10.0,Large,31718.43968,white,11139.69155,0
6184,58,F,1.0,73,40598,1,0,Rent,85071,3/26/2016,Saturday,Parking Lot,0,0.0,49,Broker,1,3895.817248,4.0,Large,32166.41362,gray,6839.109728,0
6186,48,F,0.0,86,38714,1,1,Own,50020,5/13/2015,Wednesday,Parking Lot,2,0.0,50,Broker,1,5524.315178,0.0,Medium,36957.52304,blue,7040.172679,1
6188,34,M,1.0,73,35257,1,1,Own,20158,7/6/2015,Monday,Highway,0,0.0,1,Broker,1,2213.840409,6.0,Medium,18022.73828,other,21722.37944,0
6190,25,M,0.0,58,32193,0,0,Rent,80108,8/18/2016,Thursday,Parking Lot,2,1.0,99,Online,1,9222.123398,7.0,Medium,39001.024339999996,gray,14679.70271,0
6191,35,M,0.0,76,35543,1,1,Rent,85027,10/20/2015,Tuesday,Parking Lot,0,1.0,69,Broker,1,5680.306031,4.0,Compact,4680.6959640000005,black,11389.54463,0
6194,58,M,1.0,54,40619,0,0,Own,50049,11/25/2015,Wednesday,Local,0,1.0,97,Phone,1,4515.664693,7.0,Large,33773.54677,gray,5497.725347,0
6196,23,F,0.0,99,31337,1,0,Own,15001,1/23/2015,Friday,Local,0,0.0,81,Broker,1,5225.510026,3.0,Medium,17800.16548,red,16541.79403,0
6197,48,M,1.0,87,38715,1,1,Own,80033,11/29/2016,Tuesday,Local,0,0.0,49,Broker,1,8688.500634,7.0,Medium,42036.37801,gray,18370.8776,0
6199,44,F,1.0,44,37831,1,1,Own,85039,7/14/2016,Thursday,Local,0,1.0,4,Phone,1,7545.696945999999,5.0,Medium,10382.67728,silver,31230.81469,0
6200,42,M,0.0,82,37359,1,0,Own,20139,5/24/2016,Tuesday,Highway,0,1.0,6,Broker,1,6259.752804,1.0,Medium,19376.43496,silver,29162.41104,0
6201,48,M,1.0,46,38702,1,1,Own,50047,10/4/2016,Tuesday,Local,0,0.0,3,Broker,0,4641.283864999999,6.0,Large,28230.32598,gray,33118.618969999996,0
6203,50,F,0.0,82,39105,1,0,Own,80022,12/23/2015,Wednesday,Parking Lot,1,0.0,21,Broker,1,2654.539199,6.0,Compact,23181.03478,white,37247.760160000005,0
6204,39,M,1.0,45,36622,1,1,Own,20156,11/26/2016,Saturday,Parking Lot,0,0.0,0,Broker,0,7099.100313,2.0,Medium,8196.08511,blue,7635.525833,0
6205,28,M,0.0,80,33341,1,1,Rent,85001,11/23/2016,Wednesday,Local,1,0.0,70,Online,1,6013.939134,2.0,Compact,28778.831039999997,gray,16577.01672,0
6206,40,F,0.0,85,36897,1,0,Own,15049,7/10/2015,Friday,Parking Lot,0,0.0,79,Broker,0,5143.88011,2.0,Medium,6002.624871,black,14395.4442,0
6208,32,M,1.0,85,34658,1,0,Own,50056,9/29/2016,Thursday,Local,0,1.0,100,Phone,1,8227.316495000001,6.0,Large,24989.47004,silver,32719.577260000002,0
6211,76,F,1.0,53,43319,0,1,Rent,85027,6/25/2015,Thursday,Highway,0,1.0,78,Broker,0,4188.699779,5.0,Large,25755.17267,black,17065.181969999998,1
6216,48,M,1.0,70,38695,0,1,Own,80030,3/9/2015,Monday,Parking Lot,2,0.0,83,Phone,1,8310.233539,8.0,Large,12473.49155,red,34107.370689999996,0
6218,45,F,0.0,56,38069,0,0,Own,15018,7/24/2015,Friday,Highway,0,1.0,3,Broker,1,5108.625609000001,5.0,Large,18482.891519999997,black,28201.93807,0
6219,37,F,1.0,68,36127,1,1,Rent,15049,10/21/2015,Wednesday,Local,0,0.0,93,Online,1,11611.975690000001,4.0,Medium,23786.22296,black,25258.16809,0
6221,50,M,1.0,91,39122,1,0,Own,50047,2/21/2016,Sunday,Local,0,0.0,43,Broker,0,7310.496467,7.0,Large,30726.81783,silver,14140.94081,0
6222,43,M,0.0,56,37605,0,1,Own,50039,7/26/2015,Sunday,Highway,3,0.0,55,Phone,1,7498.118745999999,6.0,Medium,12023.34453,black,21846.49908,1
6225,36,F,0.0,81,35842,1,1,Own,15049,4/21/2016,Thursday,Parking Lot,0,0.0,100,Broker,1,3802.057923,5.0,Compact,32988.81419,white,30166.06943,0
6226,47,F,1.0,73,38499,1,0,Own,15032,12/27/2015,Sunday,Local,0,0.0,7,Broker,0,6246.080997,6.0,Compact,20826.993309999998,blue,22153.855369999997,0
6229,45,F,0.0,76,38052,1,0,Own,80014,6/5/2016,Sunday,Local,1,0.0,50,Broker,0,3900.0998409999997,6.0,Compact,29014.51589,red,5635.187559,0
6231,46,F,1.0,84,38280,1,0,Own,80012,2/24/2016,Wednesday,Local,0,0.0,54,Online,0,2108.76501,4.0,Large,15956.572069999998,black,27425.43494,0
6232,38,F,1.0,83,36370,1,1,Own,85004,6/28/2016,Tuesday,Parking Lot,0,0.0,4,Broker,0,6127.4264,8.0,Compact,26867.321939999998,silver,23918.19016,0
6234,48,M,1.0,75,38719,1,0,Own,85055,1/27/2015,Tuesday,Local,0,0.0,40,Phone,1,4648.409902,7.0,Large,25710.00433,gray,35313.09962,0
6237,35,F,1.0,44,35551,0,1,Own,80105,9/25/2016,Sunday,Highway,0,1.0,26,Phone,1,2588.423863,6.0,Large,23849.22596,black,29313.70788,0
6241,55,M,1.0,80,40072,0,0,Own,15028,1/8/2016,Friday,Local,0,1.0,89,Broker,1,2032.424947,4.0,Medium,14903.11258,red,12255.54587,0
6243,50,M,1.0,81,39109,1,1,Own,20131,1/19/2015,Monday,Highway,1,0.0,35,Broker,1,3443.188821,7.0,Medium,15288.489419999998,blue,10239.70584,0
6245,51,M,1.0,75,39318,1,1,Own,15046,9/12/2015,Saturday,Local,0,1.0,22,Phone,1,2719.022595,3.0,Medium,5525.999603,red,22372.44515,0
6246,49,M,0.0,60,38921,0,1,Own,80003,8/13/2016,Saturday,Local,1,0.0,0,Phone,1,3774.1834719999997,5.0,Medium,8894.246217,silver,7594.589620000001,0
6247,43,M,1.0,90,37606,1,1,Rent,80030,1/21/2015,Wednesday,Local,1,0.0,38,Broker,0,5286.6136240000005,4.0,Medium,13350.82229,white,20444.12057,1
6249,40,F,1.0,56,36900,0,0,Own,80017,7/3/2016,Sunday,Highway,0,0.0,43,Broker,1,4653.469794,3.0,Compact,33927.69393,silver,11629.921040000001,0
6250,59,M,1.0,84,40771,1,1,Rent,15038,7/9/2015,Thursday,Highway,0,0.0,88,Phone,0,4024.392396,2.0,Large,19019.22473,red,18579.196330000002,0
6251,36,M,1.0,75,35839,1,1,Rent,20151,3/26/2016,Saturday,Parking Lot,1,0.0,99,Phone,1,6416.920609000001,5.0,Compact,26283.95782,red,24553.44586,0
6252,30,M,0.0,70,34032,1,0,Own,20119,11/10/2015,Tuesday,Parking Lot,2,,99,Phone,1,5933.539847,4.0,Medium,8330.991716,other,10102.86163,0
6253,29,F,1.0,70,33680,1,1,Rent,85034,8/6/2015,Thursday,Parking Lot,0,1.0,67,Phone,0,5650.784096,3.0,Medium,52508.1181,silver,15569.316,0
6254,54,M,1.0,21,39881,1,0,Own,20149,5/21/2015,Thursday,Highway,0,1.0,2,Broker,0,2106.24275,6.0,Medium,11260.55105,other,8436.725024,0
6255,46,M,1.0,88,38288,0,0,Rent,85014,8/22/2016,Monday,Local,0,0.0,50,Broker,0,3429.711335,5.0,Compact,13646.693130000001,gray,41436.37489,0
6256,42,F,1.0,69,37386,1,1,Own,20165,4/14/2016,Thursday,Highway,0,1.0,0,Broker,0,5857.767113,8.0,Large,16034.86975,silver,15032.01255,0
6257,40,M,1.0,68,36878,1,0,Own,50009,8/30/2015,Sunday,Highway,0,0.0,77,Broker,0,3032.180952,6.0,Compact,73057.88456,black,40063.62406,0
6258,41,F,1.0,79,37120,1,1,Own,20163,11/6/2015,Friday,Local,0,0.0,32,Phone,0,5509.25678,6.0,Large,26434.0604,blue,15188.904540000001,0
6260,46,M,1.0,67,38278,1,0,Rent,85064,9/22/2016,Thursday,Local,2,0.0,85,Broker,0,2143.893442,6.0,Large,36989.96477,red,21185.14798,0
6261,56,M,0.0,69,40257,1,1,Own,80003,1/17/2015,Saturday,Parking Lot,0,0.0,100,Phone,0,1911.4372280000002,3.0,Compact,12692.68068,other,30342.368510000004,0
6262,41,M,1.0,72,37117,1,1,Own,80022,3/14/2015,Saturday,Local,0,0.0,9,Phone,1,4103.528297,5.0,Large,27233.18049,red,13470.775590000001,0
6264,35,F,1.0,74,35549,0,0,Own,50020,4/3/2016,Sunday,Highway,0,0.0,35,Phone,0,3102.145658,11.0,Medium,20942.573790000002,red,10582.78916,1
6267,24,F,1.0,83,31784,0,1,Rent,80016,12/30/2016,Friday,Local,0,0.0,2,Online,0,6440.725913,5.0,Large,17466.62905,other,14811.464759999999,0
6268,22,F,1.0,76,30904,0,0,Own,85074,3/8/2015,Sunday,Parking Lot,0,0.0,37,Phone,0,8387.046242,3.0,Medium,5032.012087,silver,11354.36254,0
6269,62,M,1.0,60,41280,1,1,Own,85051,2/25/2016,Thursday,Parking Lot,0,0.0,44,Phone,1,,5.0,Large,19818.50488,white,29129.05072,0
6271,58,F,0.0,58,40611,1,0,Own,80031,10/25/2015,Sunday,Parking Lot,4,1.0,10,Phone,1,2092.8514010000004,4.0,Medium,6263.475858,white,25002.98779,0
6277,38,F,1.0,56,36402,0,0,Own,80046,12/17/2015,Thursday,Local,0,0.0,4,Phone,1,2603.281047,4.0,Large,8235.292709000001,white,6489.88565,0
6280,53,F,1.0,38,39697,1,0,Own,80030,9/27/2016,Tuesday,Local,0,0.0,50,Phone,1,6531.671767,6.0,Compact,7358.830819,white,5906.674439,0
6281,24,F,0.0,60,31789,1,0,Rent,20152,4/12/2016,Tuesday,Parking Lot,0,0.0,47,Online,1,2333.257419,1.0,Large,16600.582580000002,silver,23120.732930000002,0
6286,33,F,1.0,71,34979,1,1,Rent,85039,9/5/2016,Monday,Parking Lot,1,0.0,64,Phone,1,6208.305251,6.0,Medium,20283.99341,white,25074.81384,0
6287,56,F,1.0,81,40240,1,0,Rent,50009,2/22/2016,Monday,Parking Lot,0,0.0,8,Phone,1,4565.997665999999,6.0,Compact,33307.69771,blue,38883.68813,0
6288,22,F,0.0,69,30919,1,0,Rent,20106,4/4/2015,Saturday,Parking Lot,0,0.0,59,Online,0,1726.951428,4.0,Medium,12025.34352,silver,8592.276166,0
6290,42,F,1.0,74,37376,1,0,Own,80044,7/29/2016,Friday,Local,0,1.0,0,Phone,1,2380.281999,5.0,Compact,24851.03249,white,8322.016954,0
6292,47,M,1.0,74,38501,0,1,Rent,80005,5/18/2016,Wednesday,Local,1,1.0,55,Phone,1,3129.589411,3.0,Medium,12430.89932,red,15817.931530000002,0
6293,59,M,1.0,87,40758,1,0,Rent,85018,7/9/2015,Thursday,Local,0,0.0,100,Phone,1,6299.289197,6.0,Compact,5617.094478,white,29676.693539999997,0
6294,42,M,1.0,65,37398,0,1,Own,80005,10/16/2016,Sunday,Local,0,1.0,19,Broker,0,6935.404161,7.0,Medium,11405.46243,black,22203.06793,0
6295,48,M,1.0,93,38711,1,1,Rent,20128,11/1/2015,Sunday,Parking Lot,0,0.0,50,Phone,0,4302.880669,8.0,Large,39470.83907,blue,48407.849239999996,0
6298,57,F,0.0,62,40427,1,0,Rent,85077,9/24/2015,Thursday,Local,0,1.0,67,Broker,0,5054.114065,2.0,Medium,16032.5505,other,21866.116019999998,0
6299,39,F,0.0,88,36637,1,1,Rent,80003,3/16/2015,Monday,Local,0,1.0,68,Broker,1,2163.39078,4.0,Medium,57333.821820000005,black,29455.85628,0
6300,50,M,1.0,65,39120,0,0,Own,80022,8/23/2016,Tuesday,Local,0,0.0,11,Broker,1,4218.899719,3.0,Medium,18813.691909999998,white,10322.6894,0
6301,70,F,1.0,84,42484,0,1,Own,85053,8/24/2015,Monday,Parking Lot,0,0.0,16,Online,1,5034.433519,7.0,Large,32405.34814,other,20338.267180000003,0
6302,42,M,1.0,70,37356,0,1,Rent,80022,2/6/2016,Saturday,Parking Lot,1,0.0,65,Online,1,5502.3700149999995,6.0,Medium,13213.75665,blue,34713.46243,1
6303,47,F,1.0,78,38510,1,0,Own,85077,10/12/2015,Monday,Highway,0,0.0,91,Phone,0,8797.592192,8.0,Large,21242.38824,silver,50545.57566,0
6306,33,F,1.0,43,34977,0,0,Own,80016,8/15/2016,Monday,Local,1,0.0,99,Online,1,5991.561890999999,2.0,Large,27664.627239999998,black,17331.93301,1
6307,32,F,1.0,57,34651,1,0,Own,50020,9/15/2015,Tuesday,Parking Lot,0,0.0,8,Broker,0,2927.7891050000003,5.0,Large,14791.48884,red,15869.355,0
6308,52,M,1.0,75,39525,0,0,Rent,85027,6/26/2015,Friday,Local,0,0.0,18,Broker,0,9106.359855,5.0,Compact,17359.54366,other,22287.5296,0
6309,45,M,1.0,87,38062,0,1,Rent,80022,10/29/2016,Saturday,Parking Lot,0,0.0,68,Phone,1,5162.4192969999995,5.0,Large,30762.10129,black,45019.45579,0
6310,35,F,1.0,49,35559,1,0,Rent,20129,7/3/2016,Sunday,Highway,0,0.0,19,Phone,1,5051.748466,5.0,Compact,18457.48928,white,26487.98691,0
6312,42,M,1.0,69,37388,1,0,Own,15044,1/5/2015,Monday,Local,0,0.0,13,Phone,0,3944.276553,7.0,Large,5543.859939,white,18520.58729,0
6313,49,M,0.0,48,38911,1,1,Own,80020,5/26/2016,Thursday,Local,1,0.0,76,Broker,1,2663.982838,6.0,Compact,44870.33371,black,19024.724619999997,0
6315,39,F,1.0,86,36631,0,1,Rent,20102,8/13/2016,Saturday,Local,0,1.0,98,Broker,1,4847.954178,8.0,Large,11475.15431,blue,39377.53789,1
6316,41,F,1.0,84,37121,0,1,Rent,85046,8/16/2015,Sunday,Local,0,0.0,99,Broker,1,4738.787534,3.0,Medium,30761.405510000004,red,16526.622519999997,0
6318,31,M,0.0,76,34328,0,1,Own,50047,12/27/2016,Tuesday,Parking Lot,2,0.0,49,Broker,1,1945.7607870000002,6.0,Medium,22955.64658,white,7694.3760489999995,0
6319,37,M,1.0,89,36123,1,0,Rent,80022,7/7/2015,Tuesday,Parking Lot,0,0.0,100,Broker,1,2749.530709,6.0,Medium,18827.522409999998,black,15349.86843,0
6320,46,F,1.0,76,38284,1,0,Own,50040,4/18/2015,Saturday,Local,0,0.0,88,Broker,1,5520.337359,9.0,Large,31889.864419999998,red,30365.24205,0
6321,47,M,0.0,70,38508,1,1,Rent,50021,6/28/2015,Sunday,Highway,0,0.0,48,Phone,1,7051.367595999999,2.0,Compact,10993.84231,red,24491.10542,0
6322,40,M,1.0,79,36875,1,1,Own,80005,8/31/2015,Monday,Highway,0,0.0,52,Broker,0,4318.844877,7.0,Compact,12733.82755,black,10279.72819,0
6323,34,F,1.0,83,35251,1,1,Own,85046,6/4/2016,Saturday,Highway,1,0.0,0,Broker,1,2254.032309,10.0,Medium,23001.275419999998,white,9751.180992,0
6325,31,M,1.0,75,34337,1,1,Own,80023,7/8/2016,Friday,Local,1,0.0,63,Phone,0,5070.1855399999995,7.0,Large,39384.22053,blue,13866.42521,0
6327,38,M,1.0,83,36392,1,0,Rent,80047,12/31/2016,Saturday,Highway,2,0.0,76,Broker,1,4588.605066,4.0,Large,21459.21898,silver,45923.08077,0
6328,41,M,1.0,99,37130,1,1,Rent,85018,3/26/2016,Saturday,Highway,0,0.0,59,Phone,0,10479.63269,5.0,Large,41089.1352,blue,14478.369519999998,0
6329,25,M,1.0,72,32181,1,1,Rent,85016,8/7/2015,Friday,Local,0,1.0,96,Broker,1,4516.155988,5.0,Medium,16464.59589,other,9906.533761,0
6331,44,M,1.0,80,37831,1,0,Own,0,11/12/2016,Saturday,Local,0,0.0,100,Phone,0,2633.974768,1.0,Large,37650.91774,other,13970.59559,0
6333,27,M,1.0,54,32970,1,0,Rent,20152,5/23/2016,Monday,Local,0,0.0,76,Online,0,9211.952342,5.0,Medium,24830.08594,silver,4796.892188000001,0
6334,49,F,1.0,93,38916,0,1,Own,20102,10/3/2016,Monday,Local,0,0.0,5,Broker,0,5895.824372,4.0,Medium,17899.82785,blue,26998.05147,0
6335,32,F,1.0,87,34646,1,1,Own,20148,4/8/2016,Friday,Parking Lot,0,0.0,17,Broker,1,7128.908415000001,6.0,Compact,11376.2453,silver,49999.72758,0
